course_url,image_url,desc,duration,by,title,id
https://www.udemy.com/course/masteringssis2016/,https://img-b.udemycdn.com/course/240x135/1061212_2a4e_2.jpg,Learn How to Create SSIS Packages From Scratch Step By Step,10.5 total hours,Kameswara Sarma Uppuluri,Mastering SQL Server 2016 Integration Services (SSIS)-Part 1,c00311
https://www.udemy.com/course/mern-ecommerce/,https://img-b.udemycdn.com/course/240x135/3533422_867d.jpg,"JUST UPDATED! Build an eCommerce platform from the ground up with React, Redux Toolkit, Express & MongoDB",13.5 total hours,Brad Traversy,MERN From Scratch 2023 | eCommerce Platform,c00312
https://www.udemy.com/course/git-a-web-developer-job-mastering-the-modern-workflow/,https://img-b.udemycdn.com/course/240x135/818990_57c0_3.jpg,"Learn Git, GitHub, Node.js, NPM, Object-oriented JavaScript, ES6, webpack, Netlify, BEM and Job Interview Tips",16 total hours,Brad Schiff,Git a Web Developer Job: Mastering the Modern Workflow,c00313
https://www.udemy.com/course/microfrontend-course/,https://img-b.udemycdn.com/course/240x135/3604434_7884_3.jpg,Build incredibly scalable apps with a microfrontend architecture,9 total hours,Stephen Grider,Microfrontends with React: A Complete Developer's Guide,c00314
https://www.udemy.com/course/kubernetes-microservices/,https://img-b.udemycdn.com/course/240x135/1813098_7cbb.jpg,"Use Kubernetes to deploy a Microservice architecture. You'll deploy, manage and monitor a live Kubernetes cluster.",29 total hours,"Richard Chesterwood, Virtual Pair Programmers, Prageeth Warnak",Kubernetes Hands-On - Deploy Microservices to the AWS Cloud,c00315
https://www.udemy.com/course/machine-learning-course-with-python/,https://img-b.udemycdn.com/course/240x135/1382702_a351.jpg,"Build a Portfolio of 12 Machine Learning Projects with Python, SVM, Regression, Unsupervised Machine Learning & More!",17.5 total hours,"Codestars • over 2 million students worldwide!, Anthony NG, Rob Percival",The Complete Machine Learning Course with Python,c00316
https://www.udemy.com/course/python-programming-beginner-to-advanced/,https://img-b.udemycdn.com/course/240x135/2722434_fd59_6.jpg,This Python for beginners course will help you to become Zero to Hero. Learn Python Programming in Easy Way.,8 total hours,"EdYoda Digital University, Dipesh Sharma",Python Programming - From Basics to Advanced level,c00317
https://www.udemy.com/course/selenium-webdriver-java-complete-step-by-step-course/,https://img-b.udemycdn.com/course/240x135/1460588_0679_9.jpg,Complete course where you will learn automation testing using Selenium WebDriver + Java from scratch.,6.5 total hours,IT Room,Selenium WebDriver + Java. Complete step by step course.,c00318
https://www.udemy.com/course/complete-guide-to-building-an-app-with-net-core-and-react/,https://img-b.udemycdn.com/course/240x135/2472180_0143.jpg,"The complete guide to building an app from start to finish using .Net 7.0, React 18 (with Typescript) and Mobx",35.5 total hours,Neil Cummings,Complete guide to building an app with .Net Core and React,c00319
https://www.udemy.com/course/bootstrap-4-bootcamp/,https://img-b.udemycdn.com/course/240x135/1968412_f5f5_5.jpg,"Learn to build beautiful responsive websites with the latest Bootstrap version (4.1.3),  Flexbox, HTML5, and CSS3!",11.5 total hours,Colt Steele,The Bootstrap 4 Bootcamp,c00320
https://www.udemy.com/course/web-projects-with-vanilla-javascript/,https://img-b.udemycdn.com/course/240x135/2782800_0b85.jpg,"Build 20 mini frontend projects from scratch with HTML5, CSS & JavaScript (No frameworks or libraries)",16 total hours,Brad Traversy,20 Web Projects With Vanilla JavaScript,c00321
https://www.udemy.com/course/uml-and-object-oriented-design-foundations/,https://img-b.udemycdn.com/course/240x135/1464836_cde5_3.jpg,Get started with Object-Oriented Design and the Unified Modeling Language (UML). Use UML for effective communication!,2 total hours,Karoly Nyisztor • Professional Software Architect,UML and Object-Oriented Design Foundations,c00322
https://www.udemy.com/course/zero-to-hero-in-lightning-web-components/,https://img-b.udemycdn.com/course/240x135/3551562_4225_4.jpg,Complete Guide to learn Salesforce Lightning Web Components from Basics to Advance with real-time problems and projects,41.5 total hours,Salesforce troop,Zero to Hero in Lightning Web Components,c00323
https://www.udemy.com/course/bayesian-machine-learning-in-python-ab-testing/,https://img-b.udemycdn.com/course/240x135/1011712_a062.jpg,"Data Science, Machine Learning, and Data Analytics Techniques for Marketing, Digital Media, Online Advertising, and More",10.5 total hours,Lazy Programmer Inc.,Bayesian Machine Learning in Python: A/B Testing,c00324
https://www.udemy.com/course/nuxtjs-vuejs-on-steroids/,https://img-b.udemycdn.com/course/240x135/1523224_60cb_2.jpg,Build highly engaging Vue JS apps with Nuxt.js. Nuxt adds easy server-side-rendering and a folder-based config approach.,6.5 total hours,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Nuxt.js 2 - Vue.js on Steroids,c00325
https://www.udemy.com/course/core-java-tutorials/,https://img-b.udemycdn.com/course/240x135/570674_9b69_3.jpg,A step by step Practical tutorial to master in JAVA with tons of Programming examples and Interview Questions,10 total hours,Rahul Shetty,Core Java for Automation Testers- Coding made Easy,c00326
https://www.udemy.com/course/langchain/,https://img-b.udemycdn.com/course/240x135/5281528_8f36.jpg,Learn LangChain by building FAST a real world generative ai LLM powered application LLM (Python),7 total hours,Eden Marco,LangChain- Develop LLM powered applications with LangChain,c00327
https://www.udemy.com/course/react-testing-library/,https://img-b.udemycdn.com/course/240x135/3780436_e8b4_6.jpg,Learn best practices for testing your apps with Jest / Vitest and React Testing Library. All code written via TDD!,7.5 total hours,Bonnie Schulkin,React Testing Library with Jest / Vitest,c00328
https://www.udemy.com/course/probability-and-statistics-for-business-and-data-science/,https://img-b.udemycdn.com/course/240x135/1673166_c2a0_4.jpg,Learn how to apply probability and statistics to real data science and business applications!,5 total hours,Jose Portilla,Probability and Statistics for Business and Data Science,c00329
https://www.udemy.com/course/unrealengine-cpp/,https://img-b.udemycdn.com/course/240x135/1334868_f4f7_10.jpg,Unleash the power of C++ and Blueprint to develop Multiplayer Games with AI in this Epic Games-approved course.,17.5 total hours,"Tom Looman, Epic Games",Unreal Engine 4 Mastery: Create Multiplayer Games with C++,c00330
https://www.udemy.com/course/angular-4-front-to-back/,https://img-b.udemycdn.com/course/240x135/1277924_4422_3.jpg,Master Angular 5 from the basics to building an advanced application with Firebase's Firestore as well as authentication,11.5 total hours,Brad Traversy,Angular Front To Back,c00331
https://www.udemy.com/course/computer-vision-a-z/,https://img-b.udemycdn.com/course/240x135/1357844_25b2.jpg,Become a Wizard of all the latest Computer Vision tools that exist out there. Detect anything and create powerful apps.,11 total hours,"Hadelin de Ponteves, Kirill Eremenko, SuperDataScience Team, Ligency Team",Deep Learning and Computer Vision A-Z + AI & ChatGPT Prizes,c00332
https://www.udemy.com/course/web-developer-bootcamp-flask-python/,https://img-b.udemycdn.com/course/240x135/631128_2efb_6.jpg,"Become a Full Stack Web Developer using Flask, Python, HTML, CSS, and MongoDB! Fully updated for 2023 and beyond.",19.5 total hours,"Jose Salvatierra, Teclado by Jose Salvatierra",Web Developer Bootcamp with Flask and Python in 2023,c00333
https://www.udemy.com/course/jira-essentials/,https://img-b.udemycdn.com/course/240x135/4181202_efda_2.jpg,Making Jira your best friend,4 total hours,"Masha Ostroumova, Agile Apothecary",Jira Essentials | A complete Jira guide for beginners,c00334
https://www.udemy.com/course/complete-java-for-test-automation/,https://img-b.udemycdn.com/course/240x135/821312_7b15_4.jpg,A-Z guide for learning Java what's perfectly right for your Selenium WebDriver and Test Automation needs,8.5 total hours,Lets Kode It,Complete Step By Step Java For Testers [2024 Updated],c00335
https://www.udemy.com/course/selenium-webdriver-web-based-automation-testing/,https://img-b.udemycdn.com/course/240x135/1428208_1e22_14.jpg,Selenium WebDriver with Java: TestNG Cucumber Maven Jenkins GitHub Selenium WebDriver Testing Frameworks DataDriven POM,60 total hours,Cloud99 Jenkins | DevOps | Kubernetes | Terraform | Ansible,Selenium WebDriver Java: Basics to Architect Bootcamp 2024,c00336
https://www.udemy.com/course/100-days-of-code-web-development-bootcamp/,https://img-b.udemycdn.com/course/240x135/4015622_2fee_4.jpg,"Learn web development from A to Z in 100 days (or at your own pace) - from ""basic"" to ""advanced"", it's all included!",79.5 total hours,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz",100 Days Of Code - 2024 Web Development Bootcamp,c00337
https://www.udemy.com/course/the-ultimate-fullstack-web-development-bootcamp/,https://img-b.udemycdn.com/course/240x135/3655840_1c3c.jpg,"Become a fullstack web developer (and get a job) by taking this ONE course, even if you've never coded before.",40 total hours,"Kane Ezki, Kalob Taulien, Radek Wilk",The Ultimate 2023 Fullstack Web Development Bootcamp,c00338
https://www.udemy.com/course/javascript-bootcamp-2016/,https://img-b.udemycdn.com/course/240x135/886300_3557.jpg,"Take a deep dive into JavaScript, a Must-Know Language in Web Development, with a Hands-on, Example-driven Approach",7.5 total hours,Maximilian Schwarzmüller,Accelerated JavaScript Training,c00339
https://www.udemy.com/course/deep-learning-advanced-nlp/,https://img-b.udemycdn.com/course/240x135/1647976_0fdf.jpg,"Natural Language Processing (NLP) with Sequence-to-sequence (seq2seq), Attention, CNNs, RNNs, and Memory Networks!",8.5 total hours,Lazy Programmer Inc.,Deep Learning: Advanced Natural Language Processing and RNNs,c00340
https://www.udemy.com/course/absolute-introduction-to-object-oriented-programming-in-java/,https://img-b.udemycdn.com/course/240x135/448574_fddf_5.jpg,"Prerequisite to ""Master Object Oriented Design in Java"".",2 total hours,Job Ready Programmer,Absolute Introduction to Object Oriented Programming in Java,c00341
https://www.udemy.com/course/beg-modern-cpp/,https://img-b.udemycdn.com/course/240x135/1026276_b23a_5.jpg,"Learn about move semantics, lambda expressions, smart pointers, concurrency, template, STL & more",20 total hours,Umar Lone,Complete Modern C++ (C++11/14/17),c00342
https://www.udemy.com/course/java-spring-framework-masterclass/,https://img-b.udemycdn.com/course/240x135/1132057_1266_4.jpg,"Can't Find a good Spring Tutorial? Finally Understand Spring 5 With Spring Core, Spring MVC, Spring Boot 2 and more",45.5 total hours,"Tim Buchalka, Tim Buchalka's Learn Programming Academy, Goran Lochert",Java Spring Tutorial Masterclass - Learn Spring Framework 5,c00343
https://www.udemy.com/course/learn-unit-testing-with-spring-boot/,https://img-b.udemycdn.com/course/240x135/1635492_3f77_6.jpg,"Learn to write awesome Java JUnit unit tests with Spring Boot, Mockito, JsonAssert, Hamcrest & JsonPath in 40 easy steps",4 total hours,in28Minutes Official,Master Java Unit Testing with Spring Boot & Mockito,c00344
https://www.udemy.com/course/data-science-linear-regression-in-python/,https://img-b.udemycdn.com/course/240x135/556954_8e95_2.jpg,"Data science, machine learning, and artificial intelligence in Python for students and professionals",6.5 total hours,Lazy Programmer Inc.,Deep Learning Prerequisites: Linear Regression in Python,c00345
https://www.udemy.com/course/the-linux-command-line-bootcamp/,https://img-b.udemycdn.com/course/240x135/3998050_2ed8.jpg,"Level Up Your Skills And Take Control Of Your Machine, w/ Dozens of Commands, Projects, and Challenges!",16 total hours,Colt Steele,The Linux Command Line Bootcamp: Beginner To Power User,c00346
https://www.udemy.com/course/swiftui-masterclass-course-ios-development-with-swift/,https://img-b.udemycdn.com/course/240x135/1693472_e1d5_16.jpg,The Complete iOS App Development Course with SwiftUI From Beginner to Advanced App Developer with Xcode and SwiftData,34.5 total hours,Robert Petras • 38K+ Students • SwiftUI Masterclass,SwiftUI + SwiftData Masterclass - iOS App Development Swift,c00347
https://www.udemy.com/course/working-with-jenkins/,https://img-b.udemycdn.com/course/240x135/1141808_f32f_5.jpg,Learn Jenkins 2.0 for end-to-end testing of applications,6.5 total hours,Karthik KK,Build+Deploy+Test with Jenkins 2.0,c00348
https://www.udemy.com/course/python-django-the-practical-guide/,https://img-b.udemycdn.com/course/240x135/4015616_32a9_2.jpg,Learn how to build web applications and websites with Python and the Django framework,23 total hours,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller",Python Django - The Practical Guide,c00349
https://www.udemy.com/course/sap-cloud-platform-complete-understanding-with-hands-on/,https://img-b.udemycdn.com/course/240x135/1453796_2048_2.jpg,Learn about SAP Cloud Platform in detail and also build & deploy your own applications in SAP Cloud. Course is Updated!,3 total hours,Srinivas Vanamala,Basics in Cloud Computing with SAP Cloud Platform,c00350
https://www.udemy.com/course/selenium-webdriver-with-python3/,https://img-b.udemycdn.com/course/240x135/696050_1742_4.jpg,"Join the ""Top Rated Selenium 4 (Latest) Course"" to learn automation framework from scratch using real web application",31.5 total hours,Lets Kode It,Selenium WebDriver 4 With Python - Novice To Ninja [2024],c00351
https://www.udemy.com/course/intro-to-data-science/,https://img-b.udemycdn.com/course/240x135/1646886_4e08.jpg,"Learn the critical elements of Data Science, from visualization to databases to Python and more, in just 6 weeks!",5.5 total hours,"Kirill Eremenko, Hadelin de Ponteves, SuperDataScience Team, Ligency Team",Intro to Data Science: QuickStart Guide + AI & ChatGPT Prize,c00352
https://www.udemy.com/course/restful-api-with-asp-dot-net-core-web-api/,https://img-b.udemycdn.com/course/240x135/1480202_717c_7.jpg,Build RESTful web API (C#) with Authentication and learn how to consume them in a real world application (.NET 7 API),9 total hours,Bhrugen Patel,RESTful Web API - The Complete Guide (.NET7  API) Part 1,c00353
https://www.udemy.com/course/ngrx-course/,https://img-b.udemycdn.com/course/240x135/1673770_fda4_3.jpg,"Learn the modern NgRx Ecosystem, including NgRx Data, Store, Effects, Router Store, NgRx Entity, and DevTools",6.5 total hours,Angular University,NgRx (with NgRx Data) - The Complete Guide (Angular 17),c00354
https://www.udemy.com/course/understanding-confluence-for-users-managers-and-admins/,https://img-b.udemycdn.com/course/240x135/1299854_936f_3.jpg,Everything you need to know to get started with Atlassian's powerful documentation and wiki tool.,4.5 total hours,Dan LeFebvre,"Understanding Confluence for users, managers and admins",c00355
https://www.udemy.com/course/patterns-cplusplus/,https://img-b.udemycdn.com/course/240x135/1319770_1b84_5.jpg,Discover the modern implementation of design patterns with С++,12.5 total hours,Dmitri Nesteruk,Design Patterns in Modern C++,c00356
https://www.udemy.com/course/nestjs-the-complete-developers-guide/,https://img-b.udemycdn.com/course/240x135/4174580_dd1c.jpg,"Build full featured backend APIs incredibly quickly with Nest, TypeORM, and Typescript. Includes testing and deployment!",20 total hours,Stephen Grider,NestJS: The Complete Developer's Guide,c00357
https://www.udemy.com/course/angular-course/,https://img-b.udemycdn.com/course/240x135/1885262_b576.jpg,"Updated to Angular 17 (Signals, defer, @if @for): Learn all the Advanced Features of the Angular Core and Common modules",12 total hours,Angular University,Angular Core Deep Dive - Beginner to Advanced (Angular 17),c00358
https://www.udemy.com/course/matlab-programming-fundamentals/,https://img-b.udemycdn.com/course/240x135/201594_5c9b_18.jpg,"This is the last time, you wish you could be a Matlab Programmer",15 total hours,Hossein Tootoonchy,Become a Good Matlab Programmer in 30 days,c00359
https://www.udemy.com/course/android-oreo-kotlin-app-masterclass/,https://img-b.udemycdn.com/course/240x135/1424326_2ee2_2.jpg,Learn Kotlin Android App Development And Become an Android Developer.  Incl. Kotlin Tutorial and Android Tutorial Videos,62 total hours,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy, David Reidy",Android App Development Masterclass using Kotlin,c00360
https://www.udemy.com/course/matlabsimulink-biblego-from-zero-to-hero/,https://img-b.udemycdn.com/course/240x135/1592094_fe17_13.jpg,Build 10 Practical Projects and go from Beginner to Pro in Simulink with this Project-Based Simulink Course!,8 total hours,"Dr. Ryan Ahmed, Ph.D., MBA, Mitchell Bouchard, Stemplicity School Online",MATLAB/SIMULINK Bible | Go From Zero to Hero + ChatGPT!,c00361
https://www.udemy.com/course/azure-devops-repos-with-git-and-visual-studio-for-developers/,https://img-b.udemycdn.com/course/240x135/2557794_ad29_6.jpg,"Step by Step, easy way for developers to get started with Azure Repos, GIT and Visual Studio",2.5 total hours,Patrick Videos,GIT and Visual Studio with Azure DevOps Repos for Developers,c00362
https://www.udemy.com/course/postman-api-automation-testing-with-javascript/,https://img-b.udemycdn.com/course/240x135/4105498_05cf_3.jpg,Basics to Advanced Postman Automation tutorial from scratch to learn API /Web Services testing  with CI/CD Integration,13.5 total hours,Rahul Shetty,Postman - Learn API Testing from Scratch with Live Projects,c00363
https://www.udemy.com/course/react-front-to-back-2022/,https://img-b.udemycdn.com/course/240x135/4427730_5388.jpg,Learn modern React by building 4 projects including a Firebase 9 app and a full stack MERN app,20 total hours,Brad Traversy,React Front To Back,c00364
https://www.udemy.com/course/learn-to-code-with-ruby-lang/,https://img-b.udemycdn.com/course/240x135/1004034_1b7c_10.jpg,Learn to program in the Ruby programming language. Newly updated in 2023 with Ruby 3.2. Complete beginners welcome!,43 total hours,Boris Paskhaver,Learn to Code with Ruby,c00365
https://www.udemy.com/course/advanced-computer-vision/,https://img-b.udemycdn.com/course/240x135/1533864_a443.jpg,"VGG, ResNet, Inception, SSD, RetinaNet, Neural Style Transfer, GANs +More in Tensorflow, Keras, and Python",16 total hours,Lazy Programmer Inc.,"Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)",c00366
https://www.udemy.com/course/react-js-and-redux-mastering-web-apps/,https://img-b.udemycdn.com/course/240x135/1078522_f455_3.jpg,"Updated for 2022-23: React.js essentials bootcamp - React Core, Router, Redux, Hooks, in-depth JS, + detailed guides!",27.5 total hours,David Joseph Katz,React JS Web Development - The Essentials Bootcamp,c00367
https://www.udemy.com/course/jenkins-masterclass/,https://img-b.udemycdn.com/course/240x135/3670872_f70f_2.jpg,How To Master THE MOST IMPORTANT DevOps Skill In ONLY 2 hours,2.5 total hours,"Warp 9 Training, Codestars • over 2 million students worldwide!",Jenkins: Beginner To Pro,c00368
https://www.udemy.com/course/sql-server-administration-part1/,https://img-b.udemycdn.com/course/240x135/670712_65fb_3.jpg,SQL Education with a purpose,10 total hours,Raphael Asghar,SQL Server Administration Part1,c00369
https://www.udemy.com/course/es6-bootcamp-next-generation-javascript/,https://img-b.udemycdn.com/course/240x135/886614_68cc_2.jpg,Learn and Use the Future of JavaScript - Today!,6 total hours,Maximilian Schwarzmüller,Accelerated ES6 JavaScript Training,c00370
https://www.udemy.com/course/sql-introduction-to-mysql/,https://img-b.udemycdn.com/course/240x135/4391448_bbfd_2.jpg,Become a SQL Guru by Learning the Building Blocks of Working with SQL using MySQL,3 total hours,"Kyle Pew, Office Newb",SQL - Introduction to SQL with MySQL,c00371
https://www.udemy.com/course/junit5-for-beginners/,https://img-b.udemycdn.com/course/240x135/2007868_a89d_6.jpg,"Learn practical Java Unit Testing with JUnit 5 in just 1 hour. Comes with a quiz, JUnit cheat sheet and extra exercises.",1.5 total hours,Adrian Wiech,Practical Java Unit Testing with JUnit 5,c00372
https://www.udemy.com/course/javascript-the-basics-for-beginners/,https://img-b.udemycdn.com/course/240x135/860812_f16e_23.jpg,"JavaScript for Beginners: Projects based learning, whiteboard animations, coding in the browser and quizzes.",38.5 total hours,Rob Merrill,JavaScript Beginner Bootcamp (2023),c00373
https://www.udemy.com/course/sql-advanced/,https://img-b.udemycdn.com/course/240x135/753174_8624_14.jpg,Level Up Your Oracle SQL Knowledge From Intermediate to Advanced and Become an In-Demand Database SQL Expert in Oracle!,14.5 total hours,"Database Masters Training | 250,000+ Students Worldwide, Code Star Academy",Advanced SQL : The Ultimate Guide (2024),c00374
https://www.udemy.com/course/python-django-dev-to-deployment/,https://img-b.udemycdn.com/course/240x135/1952540_8152_2.jpg,Learn Python and build & deploy a real estate application using the Django framework & PostgreSQL,11 total hours,Brad Traversy,Python Django Dev To Deployment,c00375
https://www.udemy.com/course/python-data-science-machine-learning-bootcamp/,https://img-b.udemycdn.com/course/240x135/1318112_faa8_5.jpg,"Learn Python, Tensorflow, Deep Learning, Regression, Classification, Neural Networks, Artificial Intelligence & more!",41.5 total hours,Philipp Muellauer,Complete 2022 Data Science & Machine Learning Bootcamp,c00376
https://www.udemy.com/course/devops-training/,https://img-b.udemycdn.com/course/240x135/1464166_c16e_33.jpg,"DevOps with Jenkins Terraform GIT Docker Maven Kubernetes Ansible Automation Docker Swarm, DevOps Real world Exercises",71 total hours,Cloud99 Jenkins | DevOps | Kubernetes | Terraform | Ansible,DevOps MasterClass 2024: Terraform Kubernetes Ansible Docker,c00377
https://www.udemy.com/course/ios9-swift/,https://img-b.udemycdn.com/course/240x135/555100_bdbe_5.jpg,The BEST online iOS 9 Swift 2 course online. Lets learn iOS 9 & Swift 2,51 total hours,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",iOS 9 and Swift 2: From Beginner to Paid Professional™,c00378
https://www.udemy.com/course/software-architecture-design-of-modern-large-scale-systems/,https://img-b.udemycdn.com/course/240x135/3997622_0670_2.jpg,"Become a Software Architect or Technical Lead by Mastering Software Architecture, System Design &amp; Big Data Processing.",7 total hours,"Michael Pogrebinsky | Software Architecture, System Design, Java Expert, Top Developer Academy LLC",Software Architecture & Design of Modern Large Scale Systems,c00379
https://www.udemy.com/course/the-complete-react-js-redux-course-build-modern-web-apps/,https://img-b.udemycdn.com/course/240x135/1471444_75ef.jpg,"Go from Beginner to React Js Expert by building an Instagram Like Web App with React 16, React Router, Redux & Firebase!",8.5 total hours,"Codestars • over 2 million students worldwide!, Rayan Slim, Rob Percival, Jad Slim",The Complete React Js & Redux Course - Build Modern Web Apps,c00380
https://www.udemy.com/course/the-ultimate-beginners-guide-to-django-django-2-python-web-dev-website/,https://img-b.udemycdn.com/course/240x135/1562632_a245_2.jpg,"Build three complete websites, learn back and front-end web development, and publish your site online with DigitalOcean",10 total hours,Nick Walter,Django 2.2 & Python | The Ultimate Web Development Bootcamp,c00381
https://www.udemy.com/course/complete-sql-databases-bootcamp-zero-to-mastery/,https://img-b.udemycdn.com/course/240x135/2851942_0cb0_3.jpg,"Master SQL, Database Management &amp; Design and learn to work with databases like PostgreSQL, MySQL + more. With Exercises!",24.5 total hours,"Andrei Neagoie, Mo Binni",Complete SQL and Databases Bootcamp,c00382
https://www.udemy.com/course/html-basic-to-advanced/,https://img-b.udemycdn.com/course/240x135/3033110_60ee_4.jpg,A beginner's guide for HTML5. Learn all concepts of HTML5 (with hands-on assignments and projects.),3.5 total hours,"EdYoda Digital University, Qaifi Khan",HTML5 - From Basics to Advanced level,c00383
https://www.udemy.com/course/html-css-certification-course-for-beginners/,https://img-b.udemycdn.com/course/240x135/2410956_832a_4.jpg,"Lean the Foundations of HTML & CSS to Create Fully Customized, Mobile Responsive Web Pages",4 total hours,YouAccel Training,HTML & CSS - Certification Course for Beginners,c00384
https://www.udemy.com/course/practical-data-structures-algorithms-in-java/,https://img-b.udemycdn.com/course/240x135/798580_82ce_3.jpg,Go from zero to hero in the most important algorithms and data structures using Java,11.5 total hours,Job Ready Programmer,Practical Data Structures & Algorithms in Java + HW,c00385
https://www.udemy.com/course/django-python/,https://img-b.udemycdn.com/course/240x135/1094964_35b4_5.jpg,Finally create that App & fully-functioning user database in this crash course to building a REST API,5 total hours,"Mark Winterbottom, Brooke Rutherford",Build a Backend REST API with Python & Django - Beginner,c00386
https://www.udemy.com/course/computer-science-101-master-the-theory-behind-programming/,https://img-b.udemycdn.com/course/240x135/1395136_3f8a_3.jpg,Computer Science 101: Learn Computer Science to become a better Programmer and Software Engineer.,12 total hours,Kurt Anderson,Computer Science 101: Master the Theory Behind Programming,c00387
https://www.udemy.com/course/oracle-java-associate-certification-exam-course-1z0-808/,https://img-b.udemycdn.com/course/240x135/1326802_8935_3.jpg,This course will help you learn the steps to becoming an Oracle Certified Associate (OCA) and get a higher paying job!,20 total hours,"Tim Buchalka's Learn Programming Academy, Goran Lochert",Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,c00388
https://www.udemy.com/course/deep-learning-convolutional-neural-networks-theano-tensorflow/,https://img-b.udemycdn.com/course/240x135/807904_7108.jpg,"Tensorflow 2 CNNs for Computer Vision, Natural Language Processing (NLP) +More! For Data Science &amp; Machine Learning",13.5 total hours,Lazy Programmer Inc.,Deep Learning: Convolutional Neural Networks in Python,c00389
https://www.udemy.com/course/react-native-advanced/,https://img-b.udemycdn.com/course/240x135/1172996_0241_5.jpg,"Master the advanced topics of React Native: Animations, Maps, Notifications, Navigation and More!",16.5 total hours,Stephen Grider,React Native: Advanced Concepts,c00390
https://www.udemy.com/course/graphql-bootcamp/,https://img-b.udemycdn.com/course/240x135/1720558_d57e.jpg,"Learn how to build GraphQL applications using Node.js. Includes Prisma v1, authentication, Apollo Client, and more!",23.5 total hours,Andrew Mead,The Modern GraphQL Bootcamp (with Node.js and Apollo),c00391
https://www.udemy.com/course/machine-learning-data-science-foundations-masterclass/,https://img-b.udemycdn.com/course/240x135/3501832_8dbc_3.jpg,"Essential Linear Algebra and Calculus Hands-On in NumPy, TensorFlow, and PyTorch",16.5 total hours,"Dr Jon Krohn, SuperDataScience Team, Ligency Team",Mathematical Foundations of Machine Learning,c00392
https://www.udemy.com/course/statistics-using-excel/,https://img-b.udemycdn.com/course/240x135/1238720_255f_15.jpg,Plain & Simple Lessons on Descriptive & Inferential Statistics Theory With Excel Examples for Business & Six Sigma,14.5 total hours,"Sandeep Kumar, ­ Quality Gurus Inc.",Statistics for Data Analysis Using Excel 2016,c00393
https://www.udemy.com/course/git-github-practical-guide/,https://img-b.udemycdn.com/course/240x135/4188320_d3e3_3.jpg,"Learn Git & GitHub and master working with commits, branches, the stash, cherry picking, rebasing, pull requests & more!",10.5 total hours,"Academind by Maximilian Schwarzmüller, Maximilian Schwarzmüller, Manuel Lorenz",Git & GitHub - The Practical Guide,c00394
https://www.udemy.com/course/snowflake-zero-to-hero-masterclass/,https://img-b.udemycdn.com/course/240x135/3463886_d829_2.jpg,"Snowflake Masterclass launched in SEP 2020, Highest CONTENT HOURS to make you EXPERT on Snowflake Datawarehouse concepts",18 total hours,Kashish Gakkar,Snowflake[A-Z] Zero to Hero Masterclass(Core+SQL+API+Visual),c00395
https://www.udemy.com/course/spring-boot-and-spring-framework-tutorial-for-beginners/,https://img-b.udemycdn.com/course/240x135/4993276_3452.jpg,"Become Java Spring Boot Full Stack Cloud Developer. Learn AWS, React, Docker, Spring Data JPA & Spring Security.",38.5 total hours,in28Minutes Official,[NEW] Master Spring Boot 3 & Spring Framework 6 with Java,c00396
https://www.udemy.com/course/online-store-e-commerce-website-in-php-mysql-from-scratch/,https://img-b.udemycdn.com/course/240x135/267560_d924_12.jpg,Learn to Create an E-COMMERCE website with Laravel Framework in PHP & MySQL for beginners with Admin Panel,8.5 total hours,"Abdul Wali, Mudassir Maqbool",Create an eCommerce Website Using Laravel (PHP & MySQL),c00397
https://www.udemy.com/course/data_science_a_to_z/,https://img-b.udemycdn.com/course/240x135/3288036_2b5c_4.jpg,"Covers Regression, Decision Trees, SVM, Neural Networks, CNN, Time Series Forecasting and more using both Python & R",33 total hours,Start-Tech Academy,Machine Learning & Deep Learning in Python & R,c00398
https://www.udemy.com/course/deep-reinforcement-learning-in-python/,https://img-b.udemycdn.com/course/240x135/1153742_e649.jpg,The Complete Guide to Mastering Artificial Intelligence using Deep Learning and Neural Networks,10.5 total hours,"Lazy Programmer Team, Lazy Programmer Inc.",Advanced AI: Deep Reinforcement Learning in Python,c00399
https://www.udemy.com/course/pythonforbeginners/,https://img-b.udemycdn.com/course/240x135/394676_ce3d_5.jpg,"Learn A-Z everything about Python, from the basics, to advanced topics like Python GUI, Python Data Analysis, and more!",14.5 total hours,"Avinash Jain, The Codex",Learn Python: The Complete Python Programming Course,c00400
https://www.udemy.com/course/devslopes-unity3d/,https://img-b.udemycdn.com/course/240x135/980770_b73d_7.jpg,Learn Unity game design & 2D & 3D game development & make your own C# games in Unity 3D,35.5 total hours,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",Unity Game Development Build 2D & 3D Games,c00401
https://www.udemy.com/course/introduction-to-continuous-integration-and-continuous-delivery/,https://img-b.udemycdn.com/course/240x135/3565021_5e05.jpg,"Find out why CI and CD, coupled with DevOps will give you a competitive advantage over developers without this knowledge",2.5 total hours,"Tim Buchalka, Tim Buchalka's Learn Programming Academy, Eduardo Rosas",Introduction to Continuous Integration & Continuous Delivery,c00402
